105.0889,95.84355,7.823346,339.7135,356.7714,6.780713
114.5237,93.07957,6.373441,335.0645,354.9067,7.251551
119.9306,91.96532,4.371517,331.3754,352.4615,8.689962
124.377,89.88512,3.436085,329.5061,351.4849,8.939408
129.5417,79.12326,4.807811,327.9203,351.1542,7.335073
132.5365,63.9081,7.300501,323.1696,350.3956,5.397982
135.1905,50.54235,7.636331,318.5978,347.8573,6.975988
137.4974,37.78958,7.326593,314.4703,345.2615,9.044006
138.2957,27.39441,6.266026,312.4383,344.0138,9.805267
138.7284,16.76524,5.927268,311.3127,344.2026,9.018436
139.0571,6.455064,5.165732,311.2158,346.076,7.058853
138.7332,-1.295567,4.615699,312.8143,349.0488,4.05128
138.6439,-12.95626,3.633299,312.9485,351.2372,1.669181
138.4453,-19.87541,2.809944,312.2052,352.3799,0.4025952
137.299,-27.61006,2.108435,313.2212,354.7969,358.0144
138.6998,-35.81083,2.980578,313.756,355.9197,357.4139
140.321,-37.49335,2.526718,314.6155,357.3278,356.7709
139.4167,-41.38088,3.432258,317.2119,358.0128,355.714
139.5278,-51.7441,5.021287,318.6844,359.5579,354.1507
140.1348,-57.19638,5.629103,319.7473,1.306452,351.9154
139.26,-62.8016,6.152893,321.4748,2.269654,350.6689
136.6563,-68.29536,6.104154,323.3752,3.579012,349.1971
134.963,-71.8106,5.704902,325.6713,4.786372,348.0226
134.067,-73.13872,4.843293,327.7032,5.629402,347.0722
129.4096,-74.57316,5.673242,329.7516,5.332339,345.9702
110.1189,-78.61459,9.049512,332.5273,4.661152,344.4442
98.03062,-80.89674,10.911,333.3096,4.028439,347.5532
88.33391,-80.53899,14.20083,333.2122,3.318027,349.2377
81.31613,-80.3386,16.67496,333.2612,2.729384,350.1453
70.62962,-81.37154,18.01159,333.8205,2.337594,351.5597
53.57175,-83.22906,18.80164,334.109,0.8722465,352.4419
35.62982,-84.55813,19.43674,332.8943,1.762608,350.7387
20.88837,-84.15103,19.01969,332.798,3.062619,348.8642
8.165668,-83.75895,18.87283,332.5282,4.056362,347.2789
1.450143,-83.18782,17.25789,332.5556,5.216944,347.0409
-0.3749843,-76.78104,14.0356,332.7788,5.540339,347.2885
-1.173614,-70.54639,10.03045,333.5094,5.485564,347.3199
-0.8251256,-65.48917,-1.131879,333.7696,5.5985,347.6954
0.3852962,-60.63259,-12.1825,333.054,5.566367,348.094
0.9030815,-56.57852,-21.93747,332.3912,5.075795,348.3728
1.024158,-54.39472,-29.98231,332.3385,4.05864,348.7539
0.8188323,-51.95034,-35.59642,331.6869,3.564078,348.8413
0.7904567,-50.58694,-40.19683,331.3401,3.222806,349.181
0.8170465,-50.43781,-44.16517,331.0678,3.058436,349.3501
0.7515757,-50.50218,-46.50043,330.6055,2.715184,349.4088
0.7348188,-50.52543,-49.21715,330.7464,2.469247,349.463
0.7190677,-50.4967,-51.7708,330.891,2.229081,349.5042
0.6156434,-50.45986,-53.18254,330.8387,1.954392,349.5193
0.6440769,-50.36342,-56.46987,331.6032,1.883608,349.6348
0.6230707,-50.38798,-60.11879,332.2847,1.857774,349.9055
0.5897012,-51.18668,-65.91527,333.2042,1.879822,350.0033
0.5569237,-54.68619,-71.60893,333.4859,1.750497,350.2442
0.5588741,-60.19032,-77.74229,333.2761,1.630421,350.3467
0.6656098,-62.5428,-83.15672,333.3057,1.487015,351.4572
0.6703235,-63.94184,-86.84341,333.4316,1.081574,352.4068
-0.2263032,-66.04028,-89.72883,335.1575,359.9404,352.4471
-0.1974038,-65.51695,-88.3387,335.3157,359.63,353.5872
0,-66.01584,-88.02136,336.1747,359.9386,355.7998
-0.3302239,-65.77313,-88.04287,336.224,359.3635,359.8008
0.09899642,-65.5632,-88.09982,335.9316,359.953,2.582502
-0.03300475,-65.61565,-88.08533,335.8584,359.9152,3.197515
0.06596194,-65.40585,-88.14318,335.6387,0.04226202,4.325274
0.2311365,-65.25504,-88.04967,334.9825,0.3838939,4.661797
-0.3324292,-65.74548,-87.50656,337.0432,359.8167,4.573531
0,-65.5632,-88.09975,336.2242,359.6557,4.371001
0,-65.51075,-88.1142,335.6387,-0.004857971,4.54501
0,-65.51075,-88.1142,335.6387,-0.004857971,4.54501
0,-65.51075,-88.1142,335.5655,-0.004854694,4.545009
0,-65.51075,-88.1142,335.4922,-0.00485095,4.545007
0,-65.51075,-88.1142,335.4922,0.05131576,4.574177
0,-65.51075,-88.1142,335.4922,0.05131576,4.574177
0,-65.51075,-88.1142,335.4922,0.05131576,4.574177
0,-65.51075,-88.1142,335.5654,0.05135332,4.574162
0,-65.51075,-88.1142,335.4922,0.05131576,4.574177
0,-65.51075,-88.1142,335.5654,0.05135332,4.574162
0,-65.51075,-88.1142,335.4922,-0.00485095,4.545007
0,-65.51075,-88.1142,335.5655,-0.004854694,4.545009
0,-65.51075,-88.1142,335.5654,0.05135332,4.574162
0,-65.51075,-88.1142,335.5655,-0.004854694,4.545009
0,-65.51075,-88.1142,335.4922,0.05131576,4.574177
0,-65.51075,-88.1142,335.5655,-0.004854694,4.545009
